,phrase,counts
2189,architectural details,2
2190,delicious street foods,2
2191,lot of great activities,2
2451,outdoor deck,2
2450,popular dining establishment,2
2448,dining experience,2
2421,scientific research,2
2419,dog chloe,2
2417,quiet neighborhood,2
2416,theater district,2
2415,glorious parks,2
2414,jogging trails,2
2413,ski area,2
2412,great outdoors seattle,2
2390,travel industry,2
2242,green spaces,2
2213,carriage house,2
2197,neighborhood barstool,2
2196,hiking boots,2
2194,best guests,2
2193,global traveler,2
2192,local scoop,2
2057,alternative health,2
2046,hyperactive woman,2
1468,lot of cool people,2
1663,family lives,2
1758,little time,2
1754,english photo producer,2
1742,cannacation getaway,2
1740,companion dog,2
1739,day hiking,2
1738,typical activities,2
1736,vintage restored home,2
1735,legal marijuana,2
1733,seattle plus!,2
1667,green lake,2
1661,suite of wallingford terrace,2
1660,west wight potter,2
1659,westfalia camper,2
1637,physical therapy doctoral student,2
1636,bike fiend,2
1635,pilates teacher,2
1633,water baby,2
1632,rotating queue of air b,2
1631,b people,2
1477,cookbook author,2
1778,hong  kong,2
2033,welcoming place,2
2009,lovely city of seattle,2
1994,meeting interesting people,2
1991,converted school bus,2
1987,website builder,2
1959,nw native,2
1950,exotic foods,2
1949,good restaurants,2
1948,long stroll,2
1947,short driving distance,2
1946,short run,2
1915,kansas city,2
1896,travel writer,2
1877,wonderful airbnb community,2
1876,fabulous craftsman,2
1875,favorite seattle neighborhood of wallingford,2
1874,young multi-national hipster outdoorsy couple,2
1804,civil engineer,2
1782,international studies,2
4819,healthy cooking,2
5384,wesley palm springs,2
5502,mix of awesome culture,2
5322,windy city of chicago,2
5323,higher education publishing company,2
5325,safe port-city,2
4926,picturesque landscapes,2
4927,lush gardens,2
4928,walkable cities,2
4929,primary hobby,2
4930,groups of friends,2
4934,product manager,2
5494,university of copenhagen,2
5495,danish media student,2
5498,cold city,2
5499,hot tourist attractions,2
5500,fun local activities,2
5320,others' enjoyment,2
5492,best local happy hours,2
5417,light traveler,2
5313,area surroundings,2
5485,local bars,2
5486,best variety of sushi,2
5487,extra room,2
5488,happy hour,2
5489,great apartment,2
5490,pikesplace market,2
5312,day love,2
5491,ample suggestions,2
5319,long-term assignment,2
5421,fab restaurants,2
5314,bold colors,2
5315,modern style,2
5316,good place,2
5418,health economics,2
5503,year of backpacking,2
5338,action boss,2
5415,avid sailor,2
5328,tranquil lakes,2
5329,university professor,2
5330,events startup,2
5575,hour train ride,2
5397,fabulous change,2
5331,ny transplant,2
5332,coolest places,2
5334,authentic human interaction,2
5336,fancy drink,2
5576,amazing experience,2
5337,fancy food,2
5577,bioluminescent lagoon,2
5578,dos ojos,2
5580,spectacular views,2
5398,new grand babies,2
5327,civic-minded culture,2
5567,guests' trips,2
5326,majestic mountains,2
5505,well-known barista,2
5507,current home,2
5564,film critical studies,2
5565,video artist,2
5568,fun hearing,2
5399,realtor w,2
5569,strong desire,2
5404,warm sunny beaches,2
5403,max northwest,2
5484,table food,2
5483,actuarial consultant,2
5446,software engineering industry,2
5445,cleanest place,2
5444,possible amenities,2
5443,coming future,2
5442,fun thing,2
5441,term of amenities,2
5440,sport person,2
5453,appropriate actions,2
5456,ingredients available,2
5457,customer experience,2
5439,mechanical engineering,2
5438,healthy home cooking,2
5437,coming time,2
5436,city tour,2
5447,tel aviv university,2
5448,action plan,2
5288,person thats easy,2
5305,unique sense of hospitality,2
5303,source of natural light,2
5302,mediterranean coast,2
5301,riches of values,2
5300,personal roots,2
5299,photo assignments,2
5297,choices of destinations,2
5289,respectful people,2
5296,terre des hommes,2
5295,saint exupery,2
5294,far places of central asia,2
5293,comic books,2
5292,wooden floor,2
5291,remote mountainous regions of central afghanistan,2
5435,location location location,2
5458,urban traveler,2
5471,ice climbing,2
5468,travel books,2
5469,love mars hill church,2
5470,nature's beauty,2
5472,country skiing,2
5473,occasional bike ride,2
5474,problem solver,2
5475,good game of soccer,2
5476,people's personality,2
5479,young professional working,2
5480,hs graduation,2
5467,hidden spots,2
5307,afghan people,2
5460,hospitality perspective,2
5432,downtown neighborhoods,2
5431,cocktail lounge,2
5428,neighboring business owners,2
5427,true sense of community,2
5424,love blogging,2
5461,nice dinner,2
5466,working professional living,2
5462,hadar kimchy,2
5383,international frequent traveler,2
5306,value quality,2
5463,exciting places,2
5465,downtown living,2
5396,partner doug,2
5506,pains of travel,2
5449,favorite touring style,2
5390,suite historic victorian mansion,2
5343,marshawn lynch,2
5588,cave diving,2
5598,golden state,2
5386,wesley walla walla,2
5353,global distressed credit,2
5389,livelikeitsyours properties,2
5342,personal leisure,2
5391,ultimate comfort,2
5601,year old software engineer,2
5393,micro resort,2
5394,vacation homes,2
5341,audio engineer,2
5599,love farmer's,2
4973,little gem of apartment,2
5340,big data industries,2
5585,yucatan peninsula,2
5590,wife flavia,2
5344,polite person,2
5346,proper manners,2
5354,asset opportunities,2
5355,harvard university,2
5593,quiet people,2
4829,real estate industry,2
5387,washington wine country,2
5596,fond memories of seattle,2
5369,world problems,2
5348,technology professional,2
5347,cultural of places,2
5600,flea markets,2
5388,oregon coast,2
5378,fond of good food,2
5370,recent destinations,2
5372,depth conversation,2
5375,wikipedia's definition,2
5377,kuala lumpur,2
4980,motto - life,2
4981,daring adventure,2
4983,helen keller,2
5583,fresh water,2
5582,local delicacies,2
5379,capitol hill home,2
5604,ex college football player,2
5380,options seattle,2
5382,unforgettable trip,2
5385,oregon wine country,2
5605,bad knees,2
5607,beautiful sunny seattle,2
5608,best eateries,2
5609,business world,2
5352,investment banking boutique,2
5124,yoga swim,2
2099,little family loves,1
1641,out-of-town guests,1
1723,temporary locals,1
2031,special requests,1
2032,rare finds,1
2034,wonderful spot,1
2029,lifetime hospitality professional,1
1695,law abiding bike commuter,1
1711,public administrator,1
2050,good sense,1
2052,good hosts,1
2053,frequent guests,1
2055,practitioner of emotional freedom techniques,1
1710,local government,1
2030,unique talents,1
2027,master wood worker,1
1686,distant lands,1
1691,gray raising,1
1731,original deadliest catch,1
1692,baseball teams,1
1730,fish tales,1
1678,golf course,1
1728,retired crab fisherman,1
1726,mobile espresso business,1
1725,lot of history,1
1638,vacation properties,1
1639,long beach,1
1724,lifelong seattleites,1
2019,working professionals,1
1694,landscape architect,1
1709,week camping trip,1
1708,travel light,1
2085,curry dishes,1
1705,recommending places,1
2078,brian eno,1
2079,david bryne,1
2080,laura veirs,1
2081,asian noodle,1
2082,vampire weekend,1
2083,death cab,1
2107,international services coordinator,1
2086,friend lizzie,1
2060,energetic young guy,1
2088,localization project management,1
2092,wonderful wallingford right,1
2104,country person,1
1674,private courtyard,1
2075,year-old homeowner,1
2074,law firms,1
1706,wonderful trip,1
1696,urban designer,1
2062,child care,1
2064,retired software developer,1
1698,sons' soccer,1
1699,overwhelmed father,1
1677,california transplant,1
2112,techie husband,1
1700,partner nancy,1
1676,woodland park,1
2111,freight company,1
1682,daylight basement,1
2066,sweet retro accommodations,1
2067,major trip,1
2110,awesome bilingual kids,1
2109,efl teacher,1
2073,executive search,1
1701,new possibilities,1
1684,neighborhood schools,1
1843,kinds of interesting people,1
1913,university of pennsylvania,1
1794,great day,1
1918,enviromental management system analyst,1
1916,local startup,1
1914,separate apartment unit,1
1911,yo dog,1
1899,blog cooking,1
1910,college age sons,1
1909,surroundings clean,1
1906,fresh sheets,1
1902,couple of airbnb homes,1
1800,airbnb hosting business,1
1793,classical guitar,1
1921,ever-growing travel list,1
1922,airbnb sort,1
1791,urban planner,1
1790,little piano,1
1789,middle school principal,1
1788,retired science teacher,1
1923,joyful little girl,1
1786,daily life,1
1930,hospitality specialist,1
1931,number of years,1
1777,time host,1
1900,paprika angel,1
1898,spiritual student of life,1
1827,music fanatic,1
1828,barcelona play,1
1830,dawn hates football,1
1831,lovely wife dawn,1
1872,cool sweaters,1
1871,lot of books,1
1897,food photographer,1
1870,silver-skied seattle,1
1850,boating family,1
1840,seattle art scene,1
1849,family owned boat,1
1841,reasonably price ethnic food,1
1878,good team,1
1879,green lake neighborhood of seattle,1
1882,gonzaga basketball,1
1883,building things,1
1884,great design eye,1
1885,big dog,1
1886,small renovations,1
1887,crumb vacuuming,1
1888,weekend trips,1
1803,stormwater treatment systems,1
1889,lola's contributions,1
1891,closest friends,1
1802,healing touch,1
1893,awesome meals,1
1801,new avenues,1
1776,independent consultant,1
1773,comfy feet,1
1748,physical therapist assistant,1
1989,beautiful small children,1
1749,ample coffee,1
1985,amazing clients,1
1772,cold places,1
1980,digital design agency,1
1979,entertainment weekly,1
1975,dance community,1
1746,social time,1
1996,online profiles,1
1997,obvious sites,1
2002,georgia tech,1
2003,mobile game developer,1
1842,tropical agriculture,1
1745,home available,1
2005,single gay man,1
2007,pediatric clinical pharmacist,1
2008,pediatric speech-language pathologist,1
2010,oregon transplants,1
2014,amazing food,1
1972,great housemate,1
1971,couple minutes,1
1751,adventurous wanderers,1
1766,interesting conversations,1
1770,land of sunshine,1
1933,great weather,1
1769,sole intention,1
1934,lousy weather,1
1935,warmer tropics,1
1936,year old golden doodle,1
1937,retired academic,1
1938,british isles,1
1940,bar trivia,1
1941,neighborhood of wallingford,1
1943,suburban ny,1
1944,stay-at-home parent,1
1765,northern california home,1
1970,upper floor,1
1764,abundant avocados,1
1956,energy drinks,1
1961,self-motivated professional artist,1
1753,culinary hobbyist,1
1962,variety of social groups,1
1964,fresh eyes,1
1965,hall omculture,1
1966,yoga studios,1
1967,studios yogalilfe,1
1968,wonderful house,1
1969,large event hall,1
4822,new way,1
2114,previous jobs,1
2472,well-designed life,1
2469,killer location,1
2466,professional videographer,1
5136,belltown neighborhood,1
5137,changing scenes,1
5138,local seattleite,1
5139,creative energy,1
5140,fashion designer,1
5143,different kinds of people,1
5145,education reform,1
5146,philosophical conversations,1
5148,software designer,1
5150,computational biology,1
5151,art of freestyle,1
2470,frequent basis,1
2473,family goal,1
2474,well-designed spaces,1
2499,sport management,1
2498,college athlete,1
2497,florida state -,1
2495,retired engineer,1
2494,hundreds of hotels,1
2492,little spanish,1
2491,current occupation,1
2489,year-old craftsman home,1
2487,welcoming base,1
2486,working life,1
2485,creative culture,1
2484,smaller house,1
2481,high-energy little people,1
2475,de-cluttered life,1
2444,awesome sanctuary,1
2443,beautiful cities,1
5164,happy outgoing crafty woman,1
5187,london business school - mba,1
2409,theme of giraffes,1
2408,local hosts,1
2406,series of books,1
2404,native of austria,1
2403,usa                   member,1
2400,year old beagle,1
2397,personal chef,1
2396,pleasurable activities,1
2395,aroma therapy,1
2394,nature walking,1
2393,essential oils,1
2392,active grandparents,1
2391,licensed yoga therapist,1
5163,mixed media,1
5162,wonderful adventure,1
5161,guest etiquette,1
2431,icelandic horses,1
2439,differentiated strategy,1
2438,market position,1
2436,global strategic consulting agency,1
2435,seattle airbnb experience memorable,1
2434,better home,1
2433,seattle visit,1
5160,love adventures,1
2428,equal measure,1
5152,unexpected situations,1
2426,green life style,1
2423,seattle us,1
2422,tech giants,1
5153,awesome place,1
5155,mode of transportation,1
2503,university of oregon,1
2504,music production,1
2505,local perspective of oregon,1
2601,local's point of view,1
2599,sweet little neighborhood coffee shop,1
2598,years of hosting friends,1
2597,friends of family,1
2595,art knowledgeable,1
2594,movie buff,1
2592,retreat company,1
5134,everyday life,1
2588,fly girl,1
2587,owner of fit,1
2586,women's wellness,1
2585,seattle restaurant recommendations,1
2569,local cookbooks,1
2568,typical night,1
2602,fantastic way,1
2603,travel dollars,1
2615,experienced home exchangers,1
2633,canadian lawyer husband,1
2641,early childhood mental health specialist,1
2639,raw breakfast of fruity chia-hemp porridge,1
2638,raw foodist,1
2637,raw fruits,1
2635,special advocate,1
2634,yellow lab,1
2626,grey long haired mystery cat,1
2625,year old mom,1
2564,new recipe,1
2506,split time,1
2533,traditional hotel room,1
2531,husband isaac,1
2530,intellectual lifestyle,1
2529,strategic hr project,1
2526,wine club,1
2525,theology discussion group,1
2524,type b,1
2519,art therapist,1
2516,weekend of rock climbing,1
2515,professional living,1
2513,cruise business,1
2512,good resource,1
2511,culture attractions,1
2534,comfortable way,1
2535,love love,1
2537,best husband,1
2560,antique cameras,1
2559,husband marc loves photography,1
2558,large garden,1
2557,cats enjoyment,1
2555,enjoyable stay,1
2554,excellent dancer,1
2538,technology company,1
2549,well-mannered mutt,1
2548,practice yoga,1
2546,helpful hosts,1
2545,good scruff,1
2544,clean guests,1
2543,kartik surfs,1
5188,west point,1
2389,study of herbs,1
2388,gallery arts,1
2205,wacky project,1
2230,engaging conversations,1
2229,red wine,1
2228,leisure travel,1
2224,retired health professional enjoying life,1
2223,san miguel,1
2222,cape town,1
5248,fond of margaret atwood's line,1
2217,similar interests,1
5249,student of cultures,1
2211,long nights,1
2210,awesome pillow fight,1
2209,giant robot,1
2232,experienced traveler,1
2233,real people,1
2234,business consulting company,1
2262,gourmet cooking,1
5235,favorite pass time,1
2260,sociable person,1
2258,avid motorcyclists,1
2256,winter activities,1
2255,vegetable garden,1
2238,real real madrid fan,1
2249,mother-in-law apartment downstairs,1
2246,bare basement,1
2245,distant runners,1
2243,green lake area,1
5247,commercial real estate broker,1
2241,different backgrounds,1
2240,diverse food,1
2239,quiet guy,1
2206,dragonfly street mural project,1
2204,annual halloween,1
2268,happiest toddler,1
2203,annual paint,1
2165,brief runs,1
2164,love sailing,1
2163,new pub,1
2154,unusual trip,1
2153,adventurous travelers,1
2152,vacation apartment,1
5270,fun loving adventurer,1
5283,vacation rentals owner,1
5284,art school grad,1
2167,year old weimaraner,1
2168,head pats,1
5262,rare accomplishment,1
5250,constant inspiration,1
5251,aunt sally's vacation home,1
5252,aunt sally's studio,1
5253,exceptional hospitality,1
5254,hundreds of guests,1
5255,century southern hospitality,1
5256,super host status,1
5257,consecutive quarters,1
5259,uc davis,1
5260,late mother eldora,1
5261,santa clara,1
2186,busy daughters,1
2183,recent adventure,1
2180,grade class,1
2176,outdoor activity,1
2172,fantastic location,1
2171,green lake neighborhood,1
2265,retired teacher,1
2386,seattle's world class arts scene,1
2331,city suite retreat,1
2351,little yorkie dog,1
2349,mile trail,1
2348,retired teacher of english language learners,1
2347,life changing visit,1
2346,beautiful seattle area,1
2345,books of rhys bowen,1
2344,world vision children,1
2342,unfamiliar surroundings,1
2341,entry hallway,1
2339,insider knowledge,1
2337,memorable times,1
2336,complete respect,1
2335,family tradition,1
2334,friendly approachable people,1
2333,seattle men's chorus,1
2352,historical mystery novels,1
2353,renovated upstairs apartment,1
2356,memories of seniors,1
2385,seattle's queen anne hill,1
2384,barbara's time,1
2383,time working world,1
2379,perfect cafe,1
2378,professional artist,1
2374,midwest native,1
5189,us army officer,1
2358,welcome travelers,1
2370,good running,1
2369,local beer recommendations,1
2368,four-year resident of seattle,1
2367,healthcare statistician,1
2365,love biking,1
2363,hot yoga,1
2332,seattle airbnb,1
2326,community choir,1
2325,local choir,1
2295,lot of laughter,1
2294,gorgeous cities,1
2292,aussie-american household,1
2291,sands of australia,1
2287,happy people,1
2286,minded travelers,1
2284,inch of opportunity,1
2283,na pali,1
2282,seoul korea,1
2279,ice fishing,1
2277,family oriented,1
2276,little eleni,1
2275,little toes,1
2274,shared spaces,1
2273,cleaning fanatic,1
2271,happy little family,1
5211,masters school,1
2299,young professional couple,1
2300,favorite seattle gems,1
2324,personal note,1
2323,bob sings,1
2322,artificial intelligence research,1
2320,reggae band,1
2319,mexico city,1
2318,long hikes,1
2301,rat terrier bartlet theodore,1
2311,long day,1
2310,wallingford manor,1
2309,shared values,1
2305,rainy pacific northwest days,1
2304,trekking poles,1
2302,proud pup-parents,1
2175,middle daughter's,1
1500,cost effective vehicle fuel,1
1629,wife gina,1
663,software architect,1
662,coffee mugs,1
661,door sales,1
659,french province,1
658,love love love,1
656,great luck,1
655,enjoyable home,1
642,little description,1
625,traditional american tourist,1
641,language skills,1
638,happy staying,1
629,sorts of new food,1
627,local resident,1
664,need of libation,1
668,delta red,1
686,serious r,1
685,chiang mai,1
684,prepared bite,1
679,coveted local places,1
678,bovine tissue engineer,1
677,entire starry universe,1
676,italian riviera,1
675,snake vodka,1
674,singapore airlines first-class,1
672,stunt woman,1
671,msg-laden food,1
670,past of note,1
624,guide book,1
1628,favorite travel destination,1
517,art director,1
529,people's greatness,1
528,bold sassiness,1
525,packed attitude,1
523,legged furry creatures,1
520,great life balance,1
518,month-old baby,1
516,college esl teacher,1
623,cruise ships,1
515,wife lauren,1
507,public administration,1
499,elective program,1
498,mentoring program,1
497,seattle girls' school,1
493,bar tending,1
535,mixed media art,1
538,couple of seattle,1
622,time calls,1
621,great cook,1
617,tacoma native,1
609,family lives close,1
608,precious niece,1
607,ton of time,1
606,public health nurse,1
603,new moms,1
572,fine restaurants,1
570,long time ballard resident,1
569,ballard neighborhood,1
568,colorful ballard,1
818,fond of bike rides,1
830,longtime residents of seattle,1
829,seattle tour guide,1
826,personal stay,1
822,classical piano,1
820,theater productions of contemporary plays,1
817,fun addition,1
695,utmost care,1
813,favorite composers,1
812,outgoing girl,1
811,loving adventurer,1
806,year girls,1
805,social workers,1
803,entire summer,1
831,natural adventures,1
832,family outings,1
833,author readings,1
836,unparalleled ability,1
876,travel-friendly person,1
875,avid northwesterner,1
860,active odd fellows lodge,1
858,eclectic group of volunteers,1
857,centuries old tradition alive,1
855,baby laugh,1
853,cocker spaniels,1
849,unique neighborhoods,1
845,cute little apartment,1
843,generic hotels,1
842,love gardening,1
841,cute cat,1
840,artist wife,1
799,written cookware catalogs,1
798,marketed wine,1
731,local elements,1
727,prosletyzing couch surfer,1
726,neighborhood unique,1
724,wife natalie,1
722,french american living,1
710,year daughter,1
706,curated tour group,1
705,fun adventure,1
700,satisfying meal,1
699,random jobs,1
698,tourist areas,1
761,day trips ideas,1
797,professional theatre company,1
763,guests' requests,1
796,consulting company,1
793,accessory designer,1
788,best coffee,1
782,friendly city of seattle,1
781,countries world-renown,1
780,amazing beauty,1
777,years of traveling,1
774,wonderful job,1
769,favorite city,1
768,seattle's rain,1
766,similar experience,1
764,friendly young professional couple,1
491,natural childbirth classes,1
490,auto detailing,1
489,young married couple,1
187,bad rap,1
210,lover of music,1
209,devout yogi,1
208,favorite band,1
196,delta airlines,1
194,safe environment,1
192,young adult children,1
184,southeastern virginia,1
182,tori spelling,1
181,finer things,1
180,dive bars,1
179,southern girl,1
175,year old recent law school graduate,1
174,seattle weather,1
172,good booze,1
211,passionate traveler,1
212,devoted husband,1
213,tech sales executive,1
253,craft cocktails,1
252,star dining,1
251,great connections,1
250,day hikes,1
248,thrift stores,1
246,indie rock,1
245,restaurant industry,1
230,evening hours,1
222,nice guy,1
166,business consultant,1
156,pediatric dental residency,1
89,restaurant general manager,1
87,local tv station,1
86,magazine publisher,1
85,advertising director,1
84,daily walks,1
83,tiger mountain east of seattle,1
78,fun fact,1
76,rock climb,1
74,favorite food group,1
58,craft maven,1
57,car camping,1
52,hang glider pilot,1
88,graphic artist,1
90,accounting department,1
154,old houses,1
153,obscene amounts of iced coffee,1
144,vacation property,1
142,fabulous sailing,1
141,minute tickets,1
139,culture available,1
138,sound waters,1
134,river's inlet,1
124,mariners game,1
122,wealth of information,1
121,secret hot spots,1
120,interesting tourist spots,1
119,friendly neighborhood,1
263,young boys,1
488,awesome people,1
383,clutter free,1
401,biggest trees,1
387,response rate,1
384,pressing issues,1
381,cozy place,1
273,vintage queen anne home,1
376,chill hosts,1
373,big house,1
372,new radicals song,1
371,occasional guests,1
367,large technology company,1
364,queen anne resident,1
487,catering company,1
484,north carolina,1
481,environmental consultant,1
480,climate change,1
452,fitness coach,1
447,mexican food,1
446,time preschool teacher,1
445,ballard community,1
443,family activities,1
442,extended family,1
435,friendly person,1
425,university of washington school of medicine,1
357,lover of travel,1
354,adventuresome sort,1
303,band - ravenna woods,1
301,upper queen anne,1
300,good taste,1
297,cultural anthropology,1
296,legal assistant,1
295,employment law firm,1
292,great sense of humor,1
291,great home-base,1
290,fun people,1
284,local elementary school,1
281,real food advocate,1
280,instructional assistant,1
279,queen anne famers market,1
304,cool neighborhood,1
350,accessible bus transportation,1
306,specific dates,1
349,amazing exhibits,1
345,wonderful social life,1
341,casual hiking,1
335,medical research facilities,1
334,technical elevation,1
333,water of puget sound,1
330,extensive travel,1
327,seattle art,1
325,single father,1
312,fellow airbnb'er locations,1
310,shortage of coffee,1
877,phd student,1
880,rental real estate,1
886,full-time mama,1
1410,great public libraries,1
1432,partner love,1
1430,entire house,1
1429,individual rooms,1
1416,recent travels,1
1415,farmer's markets,1
1414,rainy winter afternoons,1
1411,seattle public library,1
1408,great bakeries,1
1479,food writer,1
1402,first-hand experience,1
1400,dance addict,1
1398,fantastic area,1
1397,varying backgrounds,1
1395,company founder,1
1434,well-kept home available,1
1436,salon owner,1
1437,award winning hairstylist,1
1441,people person,1
1475,fresh pantry,1
1474,urban pantry,1
1473,apartment gardening,1
1460,seattle downtown,1
1459,travel addict,1
1458,microfinance advocate,1
1457,trusted networks,1
1456,founder of horizon,1
1455,fan of red hot chili peppers,1
1454,hospitality exchange,1
1453,favorite outdoor activities,1
1452,camano island,1
1451,couple of professionals,1
1450,beach combing,1
1447,wonderful little boys - dante,1
1444,great movies,1
1393,medical device business executive,1
1391,great suggestions,1
1390,actual host,1
1347,texas state university,1
1306,day dream,1
1304,happy energetic artist,1
1303,implementation of waterless toilets,1
1302,clean air,1
1297,prodigious collection of vintage costumes,1
1282,art business,1
1279,favorite us city,1
1269,yo male,1
1260,fantastic space,1
1259,culture of new places,1
1346,wonderful young men,1
1348,personal best,1
1388,vibrant host,1
1349,best happy hours,1
1387,travel enthusiast,1
1382,golf tournaments,1
1380,new ways of life,1
1379,different markets,1
1377,venice beach,1
1376,new hobbies,1
1366,great activities,1
1358,ken segall,1
1354,high-tech firm,1
1352,fresh cup of coffee,1
1351,great glass of red wine,1
1350,bloody mary's,1
1476,gardening business,1
1480,greater reward,1
1250,iconic space needle,1
1561,bio tech industry,1
1572,punk rock,1
1571,nerdy development bank stuff,1
1570,love yoga,1
1569,hour weeks,1
1566,food lover,1
1562,wood boats,1
1559,portland oregon,1
1481,inferior reward,1
1555,continental airlines pilot,1
1554,intimate knowledge of seattle,1
1552,english speaking,1
1549,professionals eager,1
1547,great chance,1
1546,camping trips,1
1545,avid travelers - thailand,1
1577,spanish immersion preschool,1
1578,civil rights attorney,1
1579,casita feliz,1
1580,language school,1
1627,number of times,1
1606,highland hideaway,1
1602,awesome view,1
1599,leisure time,1
1597,active lifestyle,1
1596,college graduate,1
1595,great new hikes,1
1594,community gardens,1
1593,public policy,1
1592,french bilingual middle school,1
1591,local nonprofits,1
1590,grad student,1
1588,partner elise,1
1584,downtown seattle area,1
1544,lake view apartment,1
1543,seattle transplants,1
1542,competitive swimmer,1
1510,innovators of green energy equipment,1
1504,customized software,1
1501,consulting business,1
5132,perfect way,1
1494,used cooking oil,1
1493,mid-level healthcare workers,1
1491,indicator of successful people,1
1490,growing plants,1
1489,antioch college,1
1488,period of consequences,1
1487,us educator,1
1486,non-profit company,1
1485,disadvantaged people,1
1482,longer period,1
1508,baffling expedients,1
1512,horace mann,1
1541,big tech company,1
1539,stanford grad,1
1538,business development,1
1531,favorite quotes,1
1528,era of procrastination,1
1525,medical care,1
1524,socioeconomic status,1
1523,equal access,1
1519,cute little pets,1
1516,sir winston churchill,1
1515,uc berkeley,1
1514,web hosting,1
1257,tailored advice,1
1249,regular business hours,1
887,dear husband,1
1057,unique personality,1
1064,square miles,1
1061,preferred method of travel,1
1060,scandinavian seafaring community,1
1109,southern guatemala,1
1055,professional creative director,1
1050,delicious restaurants,1
1045,entertainment ballard,1
1044,historical features,1
1043,vintage clothes,1
1042,local legendary action sports company,1
1040,water areas,1
1039,amazing water,1
1066,state destinations,1
1068,cozy dwelling,1
1076,happy guests,1
1079,vintage jazz,1
1107,kerloo cellars columbia valley syrah,1
1106,scuba run-in,1
1105,traveling cliff-notes,1
1104,wonderful stay,1
1103,pretty hands,1
1101,fair share of world travel,1
1099,market places,1
1096,flower studio,1
1095,jean louise,1
1093,little family,1
1091,miniature dachshund,1
1084,european bed,1
1081,breakfast concept,1
1080,german translator,1
1038,local parks,1
1037,music stores,1
958,deeper perspective,1
956,healthy curiosity,1
954,world wide organization of organic farming,1
952,international community,1
951,community space,1
931,freezing midwest,1
930,nation's capital,1
928,working couple,1
924,great community,1
892,fast runner,1
890,support truck,1
888,rambunctious toddler,1
957,accomplished pastry chef,1
961,communal spaces,1
962,basement floor,1
988,game of thrones,1
987,mellow experience,1
986,neighborhood stray cat,1
983,street fairs,1
982,food network,1
981,great hidden spots,1
980,place unique,1
976,stay special,1
970,unforgettable months,1
966,eastern wa,1
965,italian instructor,1
964,sorts of yummy treats,1
1110,favorite hang outs,1
1248,week end,1
1192,multiple properties,1
1200,seattle fun,1
1199,successful catering business,1
1198,international business development,1
1197,business skills,1
1195,property owners,1
1194,south puget sound,1
1111,delicious glass of wine,1
1186,evolving urban,1
1185,handful of chickens,1
1183,old biologist,1
1181,small-business owners,1
1180,residential remodelers,1
1179,stubborn scottish terrier,1
1178,growing colony of snails,1
1177,fish tank,1
1203,local manner,1
1204,pacific northwest native living,1
1247,seattle center,1
1246,city seattle,1
1243,self-employed maze exhibit designer,1
1242,wife bente,1
1241,texas transplants,1
1238,city's incredible food,1
1236,dog child,1
1234,mountain vistas,1
1233,avid explorers of new restaurants,1
1227,resident of seattle,1
1224,s woman,1
1221,love museums,1
1174,northern germany,1
1173,extra rays of sunshine,1
1142,good sense of humor,1
1139,anchorage alaska,1
1137,cross continent,1
1136,cool new people,1
1135,community oriented guy,1
1134,shared home,1
1133,coworking space,1
1130,stay enjoyable,1
1125,great city of seattle,1
1122,ballard home,1
1120,katence's organization,1
1117,remote community,1
1116,western hemisphere,1
1115,generation seattlelite,1
1114,ft whale sharks,1
1140,friendly outgoing gal,1
1144,sorts of temperaments,1
1171,eye dog,1
1169,year old black lab,1
1168,struggling filmmaker,1
1167,hearing people's stories,1
1162,chapel hill,1
1159,fond of austria,1
1158,columbia river,1
1156,garden farm,1
1152,tree-community volunteers,1
1151,small tree,1
1150,seattle center campus,1
1149,repertory theatre,1
1148,popular seattle theatre company,1
2642,delicious culinary creations,1
2652,fitness life coaching business,1
4865,fantastic road trip,1
4097,fluent vietnamese,1
4096,italian food,1
4095,vietnamese food,1
4091,new deliciousness,1
4090,modern west,1
4089,time favorite pass times,1
4866,california redwoods,1
4868,santibel island,1
4871,computer whiz,1
4872,mental health sector,1
4074,homey place,1
4098,fresh ingredients,1
4100,hungry toddler,1
4101,best eats,1
4102,artwork pieces,1
4123,forested double lot,1
4122,common plants,1
4121,creative professional,1
4120,us citizenship,1
4119,duel uk,1
4118,medicinal herb teaching garden,1
4117,recent college graduate living,1
4115,young professional seattleite,1
4114,computer industry,1
4113,favorite local places,1
4110,tea w,1
4109,professional photographer,1
4108,beautiful wild country,1
4106,guided tours,1
4105,busy schedules,1
4103,cat rupert,1
4073,respectful guest,1
4126,little boxer pup,1
4885,luxury cotton linens,1
4043,capitol hill arts,1
4041,event space,1
4040,oola distillery,1
4039,craft distillery,1
4038,performance art,1
4037,fine food,1
4036,san juan's,1
4034,edge of capitol hill,1
4886,easy street parking,1
4879,favorite travels,1
4888,quaint restaurants,1
4889,discounted long term rates,1
4890,special offers,1
4027,discovery of seattle,1
4025,homemade beer,1
4024,shared meal,1
4023,return visit,1
4022,ron cole,1
4021,swedish cherry hill,1
4044,cocktail revolution,1
4045,master distiller,1
4047,value attention,1
4882,colorado native,1
4884,quiet time,1
4063,vegetarian cooking,1
4062,urban hiking,1
4060,wilderness hiking,1
4058,distinctive character,1
4057,respected director,1
4055,rural areas,1
4054,consummate hosts,1
4053,personal craftsmanship,1
4051,eastern washington,1
4050,uncluttered atmosphere,1
4049,road map,1
4048,fans of ye old hampton inn,1
4124,wonderful home,1
